Age,Membership_Years,Login_Frequency,Session_Duration_Avg,Pages_Per_Session,Cart_Abandonment_Rate,Wishlist_Items,Total_Purchases,Average_Order_Value,Days_Since_Last_Purchase,Discount_Usage_Rate,Returns_Rate,Email_Open_Rate,Customer_Service_Calls,Product_Reviews_Written,Social_Media_Engagement_Score,Mobile_App_Usage,Payment_Method_Diversity,Lifetime_Value,Credit_Balance,Churned,Cart_Abandonment_Rate_log,Discount_Usage_Rate_log,Recency,Frequency,Monetary,Engagement_Index,Support_Intensity,Purchase_to_Login_Ratio,Discount_to_Order_Value,Return_to_Purchase_Ratio,Signup_Quarter_Num,Lifetime_Value_Squared,High_Returns_Flag,Cross_Channel_Engagement,Gender_Male,Gender_Other,Country_Canada,Country_France,Country_Germany,Country_India,Country_Japan,Country_UK,Country_USA,City_Bangalore,City_Berlin,City_Birmingham,City_Brisbane,City_Calgary,City_Chennai,City_Chicago,City_Cologne,City_Delhi,City_Frankfurt,City_Glasgow,City_Hamburg,City_Houston,City_Hyderabad,City_Kyoto,City_Leeds,City_London,City_Los Angeles,City_Lyon,City_Manchester,City_Marseille,City_Melbourne,City_Montreal,City_Mumbai,City_Munich,City_Nagoya,City_New York,City_Nice,City_Osaka,City_Ottawa,City_Paris,City_Perth,City_Phoenix,City_Sydney,City_Tokyo,City_Toronto,City_Toulouse,City_Vancouver,City_Yokohama,Signup_Quarter_Q2,Signup_Quarter_Q3,Signup_Quarter_Q4,Membership_Stage_Growing,Membership_Stage_Newbie,Seasonal_Activity_Low,Seasonal_Activity_Moderate,Seasonal_Activity_Peak,Cluster,Segment_Name,Anomaly_Flag
18.0,3.7,14.0,33.5,10.3,48.4,2.0,15.0,123.0,8.0,40.0,3.7,16.1,6.0,4.0,28.3,23.3,3.0,1618.51,3624.0,0,3.899950424193877,3.713572066704308,357.0,4.05295865982167,1845.0,16.90453993782539,0.375,1.0,0.3225806451612903,0.23125,1,2619574.6201,0,659.39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Cost-Sensitive,0
31.0,1.4,24.0,50.8,18.0,44.0,5.0,18.0,91.92,55.0,83.8,2.5,45.0,4.0,5.0,81.6,26.5,1.0,1692.54,2564.0,0,3.8066624897703196,4.440295542797857,310.0,12.847965738758031,1654.56,27.9972786470817,0.21052631578947367,0.72,0.9018510546706844,0.13157894736842105,3,2864691.6516,0,2162.3999999999996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,-1,Cost-Sensitive,0
25.0,0.9,4.0,12.4,3.7,68.5,1.0,4.0,116.39,78.0,42.6,7.0,0.0,9.0,1.0,0.0,15.5,1.0,503.26,1048.0,0,4.241326752570746,3.775057150354989,287.0,4.439511653718091,465.56,5.68278379709816,1.8,0.8,0.3628929210324559,1.4,3,253270.62759999998,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,Cost-Sensitive,0
41.0,0.7,5.0,19.5,5.3,68.0,2.0,14.3,107.78,20.0,40.2,8.0,1.2,4.0,2.0,0.0,13.4,1.0,1356.93,1924.0,0,4.23410650459726,3.7184382563554808,345.0,20.399429386590587,1541.2540000000001,8.024663469355435,0.26143790849673204,2.3833333333333333,0.36955322669608387,0.5228758169934641,4,1841259.0249,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,Cost-Sensitive,0
27.0,2.0,0.0,20.3,9.8,59.8,2.0,11.0,103.12,5.0,6.5,16.85,12.5,4.0,0.0,3.4,17.5,3.0,1096.88,54.0,0,4.107589788972121,2.0149030205422647,360.0,5.497251374312844,1134.3200000000002,0.0,0.3333333333333333,11.0,0.06242796772954283,1.4041666666666668,2,1203145.7344000002,1,59.5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,-1,Cost-Sensitive,0
21.0,5.6,9.0,27.5,8.8,52.1,4.0,16.0,80.88,42.0,40.2,14.0,19.7,7.0,5.0,28.2,25.6,1.0,1274.7,3107.0,0,3.9721769282478934,3.7184382563554808,323.0,2.85663274415283,1294.08,12.962416101898715,0.4117647058823529,1.6,0.4909623839765511,0.8235294117647058,3,1624860.09,1,721.9200000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Cost-Sensitive,0
55.0,1.2,24.0,50.3,16.0,25.2,9.0,24.0,108.52,4.0,33.0,11.6,72.1,1.0,5.0,76.7,37.8,1.0,3063.29,4561.0,0,3.265759410767051,3.5263605246161616,361.0,19.983347210657787,2604.48,26.830765885630374,0.04,0.96,0.30131482834185536,0.46399999999999997,1,9383745.6241,1,2899.2599999999998,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,Cost-Sensitive,1
35.0,4.7,6.0,14.4,6.5,80.9,4.0,6.5,118.84,32.0,35.04,9.5,19.9,8.0,1.0,3.3,2.9,1.0,644.58,1356.4753641415487,1,4.405498990859024,3.584629432740137,333.0,1.3826845352052752,772.46,8.250413202444845,1.0666666666666667,0.9285714285714286,0.2923898531375167,1.2666666666666666,4,415483.37640000007,1,9.569999999999999,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,Cost-Sensitive,0
38.0,2.7,30.0,45.1,10.7,29.6,6.0,22.1,144.17,8.0,25.8,1.6,14.8,5.0,6.0,40.8,27.5,1.0,2051.85,4088.0,0,3.4210000089583352,3.288401887516811,357.0,8.182154757497223,3186.157,24.372150883293788,0.21645021645021645,0.7129032258064517,0.17772266997313496,0.06926406926406926,4,4210088.422499999,0,1122.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,Cost-Sensitive,0
20.0,2.7,27.0,49.7,14.4,29.3,11.0,20.0,136.08,81.0,19.4,0.1,43.0,2.0,9.0,65.3,37.3,2.0,3014.34,1725.0,1,3.4111477125153233,3.0155349008501706,284.0,7.404664938911514,2721.6000000000004,26.83454370871761,0.09523809523809523,0.7142857142857143,0.14152319813247735,0.004761904761904762,3,9086245.6356,0,2435.6899999999996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,-1,Cost-Sensitive,1
31.0,3.3,18.0,40.1,12.8,45.5,7.0,21.0,113.36,39.0,22.1,2.2,38.0,5.0,8.0,68.3,45.2,2.0,1935.29,2465.0,0,3.8394523125933104,3.139832617527748,326.0,6.361708573159649,2380.56,20.98338822347961,0.22727272727272727,1.105263157894737,0.1932493878978664,0.1,3,3745347.3841,0,3087.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Cost-Sensitive,0
39.0,3.9,14.0,19.6,11.6,65.3,7.0,10.0,218.46,15.0,50.9,16.2,23.3,8.0,6.0,43.5,25.4,3.0,1846.48,2511.0,0,4.194189897191817,3.949318790171843,350.0,2.5634452704434763,2184.6,14.710046042980123,0.7272727272727273,0.6666666666666666,0.2319329262735806,1.4727272727272727,1,3409488.3904,1,1104.8999999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Cost-Sensitive,0
38.0,1.3,17.0,18.9,8.6,61.1,7.0,15.6,63.28,40.0,40.08,5.8,18.3,2.0,4.0,25.4,19.0,4.0,684.73,1735.0,0,4.128745988939433,3.7155213850603572,325.0,11.990776325903152,987.168,14.032543341214188,0.12048192771084336,0.8666666666666667,0.6235220908525202,0.34939759036144574,4,468855.1729,0,482.59999999999997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,Cost-Sensitive,0
42.0,0.4,17.0,34.6,8.5,48.7,8.0,12.0,131.02,16.0,45.5,7.5,21.2,3.0,3.0,24.4,21.3,1.0,1709.74,3002.0,0,3.906004933102583,3.8394523125933104,349.0,29.92518703241895,1572.2400000000002,17.099417464737503,0.23076923076923078,0.6666666666666666,0.344644750795334,0.5769230769230769,2,2923210.8676,0,519.72,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,Cost-Sensitive,0
30.0,1.4,16.0,38.2,11.46,39.1,3.0,19.0,152.89,43.0,13.9,7.5,39.1,4.0,4.0,38.5,27.7,3.0,2954.9,2990.0,0,3.6913763343125234,2.7013612129514133,322.0,13.561741613133478,2904.91,19.133275328595357,0.2,1.1176470588235294,0.09032425758658784,0.375,1,8731434.01,0,1066.45,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Cost-Sensitive,0
34.0,4.4,12.0,42.1,13.3,38.3,8.0,17.0,65.22,10.0,32.3,5.9,23.8,1.0,2.0,38.8,28.8,2.0,1226.33,1889.0,0,3.6712245188752153,3.505557396986398,355.0,3.862758463985457,1108.74,18.86998960617204,0.05555555555555555,1.3076923076923077,0.48776804590758077,0.3277777777777778,3,1503885.2688999998,0,1117.44,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,Cost-Sensitive,0
30.0,5.4,8.0,27.0,9.0,61.0,3.0,10.0,136.06,24.0,23.6,5.4,4.6,9.0,5.0,15.4,15.4,3.0,1585.98,240.0,0,4.127134385045092,3.202746442938317,341.0,1.8515089798185518,1360.6,12.480502938311423,0.8181818181818182,1.1111111111111112,0.17218736319859917,0.49090909090909096,1,2515332.5604,0,237.16000000000003,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cost-Sensitive,0
60.0,4.9,27.0,45.6,13.039999999999997,35.1,4.0,19.0,98.09,59.0,67.8,16.85,57.8,3.0,6.0,53.81999999999999,42.7,3.0,1633.16,2389.7621017298825,0,3.586292865338835,4.231203744939298,306.0,3.8767598449296057,1863.71,25.227181554886645,0.15,0.6785714285714286,0.6842264607932182,0.8425,2,2667211.5856000003,1,2298.114,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,-1,Cost-Sensitive,0
37.0,7.5,29.0,48.9,15.9,27.8,14.0,22.0,134.1,34.0,22.2,5.1,33.6,1.0,10.0,59.0,39.6,5.0,3367.15,2544.0,1,3.3603753871419,3.1441522786722644,331.0,2.932942274363418,2950.2,28.2510543371346,0.043478260869565216,0.7333333333333333,0.16432272390821615,0.2217391304347826,3,11337699.1225,0,2336.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-1,Cost-Sensitive,1
25.0,4.9,17.0,27.6,14.1,42.1,3.0,19.5,172.03,1.0,40.8,7.2,13.1,7.0,4.0,32.8,19.9,1.0,2672.57,3723.0,1,3.763522997109702,3.7328963395307104,364.0,3.978779840848806,3354.585,18.772655281679487,0.34146341463414637,1.0833333333333333,0.235797260590649,0.351219512195122,4,7142630.4049,0,652.7199999999999,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,Cost-Sensitive,0
47.0,0.7,1.0,12.4,6.140000000000001,59.2,0.0,5.0,45.35,9.0,18.4,4.2,23.0,2.0,0.0,0.0,9.4,2.0,257.65,1736.0,0,4.097672352314776,2.9652730660692823,356.0,7.132667617689016,226.75,4.2383487102494755,0.3333333333333333,2.5,0.39697950377562025,0.7000000000000001,1,66383.52249999999,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Cost-Sensitive,0
23.0,2.1,4.0,38.7,7.7,47.0,8.0,13.0,77.1,42.0,40.2,3.8,22.3,8.0,6.0,36.7,24.1,1.0,1024.65,2564.0,0,3.871201010907891,3.7184382563554808,323.0,6.1875297477391715,1002.3,10.602799782558364,0.5714285714285714,2.6,0.5147247119078106,0.2714285714285714,2,1049907.6225000003,0,884.4700000000001,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,Cost-Sensitive,0
40.0,1.5,24.0,31.7,17.0,50.0,4.0,15.0,146.79,51.0,65.8,4.1,26.3,5.0,6.0,80.9,20.1,4.0,2433.74,427.0,0,3.9318256327243257,4.2017030805426,314.0,9.993337774816789,2201.85,23.473245544099388,0.3125,0.6,0.44522633466405037,0.25625,1,5923090.387599999,0,1626.0900000000001,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,Cost-Sensitive,0
18.0,0.9,22.0,39.4,13.3,39.1,10.0,19.0,86.03,13.0,46.1,5.4,30.9,4.0,9.0,23.9,31.8,2.0,1869.92,2882.0,0,3.6913763343125234,3.8522730010223722,352.0,21.08768035516093,1634.57,22.590378863456802,0.2,0.8260869565217391,0.5297024014707572,0.27,1,3496600.8064,0,760.02,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Cost-Sensitive,0
22.0,0.7,13.0,35.0,11.4,47.7,7.0,15.6,118.2,21.0,10.8,11.0,26.0,4.0,5.0,35.94,29.3,5.0,1671.72,2021.0,1,3.885679030088544,2.468099531471619,344.0,22.25392296718973,1843.92,17.310332740559257,0.24096385542168672,1.1142857142857143,0.09060402684563759,0.6626506024096385,4,2794647.7584,1,1053.042,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,-1,Cost-Sensitive,0
40.0,3.2,18.0,27.0,9.9,51.5,1.0,11.0,145.04,68.0,62.0,7.9,0.0,1.0,1.0,27.2,7.5,2.0,1506.54,2966.0,0,3.960813169597578,4.143134726391533,297.0,3.4364261168384878,1595.4399999999998,16.88199709830213,0.08333333333333333,0.5789473684210527,0.42454122158312796,0.6583333333333333,3,2269662.7716,0,204.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Cost-Sensitive,0
